sigma10,R10,bg10,sigma15,R15,bg15
1586.164,16.56117413,15.7293995007957,1586.164,17.07501535,16.5163956726476
1586.646,16.58366965,15.7313927369161,1586.646,17.11219788,16.5184819250271
1587.128,16.59574643,15.7333822427266,1587.128,17.13249743,16.5205638593018
1587.61,16.59565683,15.7353680326411,1587.61,17.1459089,16.5226414897381
1588.092,16.59897203,15.7373501210346,1588.092,17.15977784,16.524714830568
1588.574,16.59506975,15.7393285222426,1588.574,17.17595229,16.526783895989
1589.057,16.61880237,15.7413073437004,1589.057,17.20360147,16.5288529795703
1589.539,16.6082051,15.7432784058124,1589.539,17.20631305,16.5309135278312
1590.021,16.61166121,15.7452458235412,1590.021,17.22084259,16.5329698430982
1590.503,16.64245573,15.7472096110663,1590.503,17.25305954,16.5350219394311
1590.985,16.62961896,15.7491697825286,1590.985,17.27271807,16.5370698308558
1591.467,16.63242159,15.7511263520302,1591.467,17.27121981,16.5391135313635
1591.949,16.61905827,15.7530793336344,1591.949,17.27640562,16.5411530549118
1592.431,16.63884081,15.755028741366,1592.431,17.29773995,16.5431884154237
1592.914,16.64076808,15.7569786225491,1592.914,17.28567112,16.5452238366167
1593.396,16.66101062,15.7589209171132,1593.396,17.29885191,16.5472509041247
1593.878,16.64635992,15.7608596796768,1593.878,17.31119424,16.549273850191
1594.36,16.6510491,15.7627949241105,1594.36,17.30472186,16.5512926886029
1594.842,16.65661404,15.7647266642468,1594.842,17.31508722,16.553307433114
1595.324,16.67379054,15.7666549138802,1595.324,17.30977702,16.5553180974441
1595.806,16.66798889,15.7685796867666,1595.806,17.32626898,16.5573246952795
1596.288,16.67189353,15.7705009966241,1596.288,17.31318328,16.5593272402725
1596.771,16.65707217,15.7724228325202,1596.771,17.32089789,16.5613298881302
1597.252,16.65374272,15.7743332819341,1597.252,17.34610141,16.5633202261735
1597.735,16.65656632,15.7762482458206,1597.735,17.33908713,16.5653148196592
1598.217,16.66944041,15.7781558329248,1598.217,17.34492508,16.5673012808548
1598.699,16.64984254,15.7800600250486,1598.699,17.35082057,16.5692837569954
1599.181,16.64518263,15.7819608356826,1599.181,17.3638112,16.5712622615327
1599.663,16.64797673,15.7838582782799,1599.663,17.3608285,16.5732368078851
1600.145,16.63664601,15.7857523662557,1600.145,17.35566353,16.5752074094375
1600.627,16.66030343,15.7876431129878,1600.627,17.37336685,16.577174079542
1601.109,16.65409526,15.7895305318165,1601.109,17.37177894,16.5791368315173
1601.592,16.66605747,15.7914185415385,1601.592,17.39148879,16.5810997385975
1602.074,16.66386852,15.7932993375965,1602.074,17.38854521,16.5830546860786
1602.556,16.66648894,15.7951768455753,1602.556,17.42497789,16.585005755216
1603.038,16.64420114,15.797051078666,1603.038,17.40745719,16.5869529591965
1603.52,16.65594355,15.7989220500225,1603.52,17.40773072,16.588896311174
1604.002,16.64195993,15.8007897727613,1604.002,17.41100423,16.5908358242696
1604.484,16.64060967,15.8026542599624,1604.484,17.41044019,16.5927715115716
1604.966,16.63964619,15.8045155246683,1604.966,17.42406947,16.5947033861356
1605.448,16.66117024,15.8063735798851,1605.448,17.41356857,16.5966314609846
1605.931,16.64093869,15.8082322835224,1605.931,17.42235865,16.5985597374806
1606.413,16.63646386,15.8100839520394,1606.413,17.42845624,16.600480244022
1606.895,16.64409591,15.8119324498907,1606.895,17.42525689,16.6023969897487
1607.377,16.62788627,15.8137777899351,1607.377,17.45505224,16.6043099875533
1607.859,16.60016793,15.8156199849948,1607.859,17.43169882,16.6062192502963
1608.341,16.59120906,15.8174590478554,1608.341,17.43219692,16.6081247908058
1608.823,16.59595179,15.8192949912662,1608.823,17.43462535,16.6100266218775
1609.305,16.62064238,15.8211278279399,1609.305,17.41952758,16.6119247562749
1609.788,16.60178742,15.8229613634921,1609.788,17.3961734,16.6138231333038
1610.27,16.57685929,15.8247880183051,1610.27,17.40585458,16.615713904911
1610.752,16.58407002,15.8266116043278,1610.752,17.41804333,16.6176010179678
1611.234,16.57001345,15.8284321341281,1611.234,17.41310712,16.6194844851093
1611.716,16.56765549,15.8302496202375,1611.716,17.41469718,16.6213643189384
1612.198,16.55624324,15.8320640751517,1612.198,17.39998095,16.6232405320262
1612.68,16.56494803,15.8338755113304,1612.68,17.40413739,16.625113136912
1613.162,16.54002169,15.8356839411973,1613.162,17.40007287,16.6269821461033
1613.645,16.54567219,15.8374931197546,1613.645,17.40398023,16.6288514385377
1614.127,16.5139816,15.8392955679531,1614.127,17.40595132,16.6307132863395
1614.609,16.53160103,15.8410950469218,1614.609,17.39198693,16.6325715758041
1615.091,16.52395878,15.8428915689416,1615.091,17.39199267,16.634426319312
1615.573,16.50116672,15.8446851462574,1615.573,17.39539999,16.6362775292123
1616.055,16.49029204,15.8464757910789,1616.055,17.39951063,16.6381252178223
1616.537,16.4951072,15.8482635155801,1616.537,17.39946973,16.6399693974281
1617.019,16.48585898,15.8500483318998,1617.019,17.35292068,16.6418100802841
1617.501,16.47162869,15.8518302521413,1617.501,17.36450933,16.6436472786136
1617.984,16.47950342,15.8536129763296,1617.984,17.35653852,16.6454848054182
1618.466,16.47624042,15.8553891346377,1618.466,17.33257567,16.6473150640727
1618.948,16.4674138,15.857162432991,1618.948,17.35436369,16.6491418747078
1619.43,16.46137216,15.858932883352,1619.43,17.34973579,16.6509652494214
1619.912,16.4468307,15.8607004976481,1619.912,17.34089339,16.6527852002806
1620.394,16.46320785,15.8624652877719,1620.394,17.31371601,16.6546017393215
1620.876,16.46122124,15.8642272655808,1620.876,17.32615315,16.6564148785489
1621.358,16.43836469,15.8659864428976,1621.358,17.3411207,16.6582246299369
1621.841,16.43948545,15.8677464725792,1621.841,17.33552634,16.6600347495946
1622.323,16.44011322,15.8695000784915,1622.323,17.32632408,16.6618377541353
1622.805,16.43214581,15.8712509191955,1622.805,17.32199645,16.6636374065979
1623.287,16.43115048,15.872999006375,1623.287,17.31478435,16.665433718833
1623.769,16.4424544,15.8747443516791,1623.769,17.30802497,16.6672267026606
1624.251,16.43520794,15.8764869667227,1624.251,17.30763383,16.6690163698697
1624.733,16.41781964,15.878226863086,1624.733,17.31445633,16.6708027322191
1625.215,16.41452422,15.879964052315,1625.215,17.3143179,16.6725858014367
1625.698,16.41198493,15.8817021416616,1625.698,17.30181185,16.674369278323
1626.179,16.40902369,15.8834303553822,1626.179,17.2919062,16.6761421072365
1626.662,16.40833165,15.8851630767913,1626.662,17.30981509,16.6779190427061
1627.144,16.39583256,15.8868895467475,1627.144,17.29946749,16.6796890493444
1627.626,16.39082356,15.8886133668091,1627.626,17.29800184,16.6814558210585
1628.108,16.38246762,15.8903345483171,1628.108,17.30188753,16.6832193693942
1628.59,16.39009644,15.8920531025783,1628.59,17.2918463,16.6849797058668
1629.072,16.38122333,15.8937690408658,1629.072,17.28054325,16.6867368419617
1629.554,16.39640341,15.8954823744189,1629.554,17.29827318,16.6884907891341
1630.036,16.37394945,15.897193114443,1630.036,17.30041538,16.6902415588092
1630.519,16.37648177,15.8989048133287,1630.519,17.3025553,16.6919927848322
1631.001,16.36866874,15.9006103944534,1631.001,17.32033327,16.6937372271345
1631.483,16.36266085,15.9023134154863,1631.483,17.30027689,16.6954785260585
1631.965,16.36731653,15.9040138874985,1631.965,17.3136694,16.6972166929093
1632.447,16.36317274,15.9057118215273,1632.447,17.33693342,16.6989517389626
1632.929,16.36524546,15.9074072285766,1632.929,17.3373247,16.7006836754641
1633.411,16.34020472,15.9091001196173,1633.411,17.3446203,16.7024125136297
1633.893,16.37442269,15.9107905055865,1633.893,17.34910303,16.7041382646459
1634.375,16.34508649,15.9124783973885,1634.375,17.35845042,16.7058609396694
1634.858,16.34123749,15.9141673000184,1634.858,17.37228958,16.707584114305
1635.34,16.32833103,15.9158502309472,1635.34,17.35594685,16.7093006643709
1635.822,16.31814352,15.9175307002447,1635.822,17.34803168,16.71101417176
1636.304,16.31585445,15.9192087186826,1636.304,17.36388256,16.7127246475111
1636.786,16.2961794,15.9208842969995,1636.786,17.35429639,16.7144321026334
1637.268,16.31360789,15.9225574459015,1637.268,17.33063259,16.7161365481069
1637.75,16.27356058,15.9242281760615,1637.75,17.33279179,16.7178379948824
1638.232,16.30160985,15.9258964981199,1638.232,17.32803391,16.7195364538814
1638.715,16.27153165,15.9275658764745,1638.715,17.33314985,16.7212354505071
1639.197,16.27975825,15.9292294091786,1639.197,17.33177899,16.7229279604587
1639.679,16.25766553,15.9308905655279,1639.679,17.31813414,16.7246175152458
1640.161,16.27315881,15.9325493560321,1640.161,17.33495034,16.7263041256736
1640.643,16.25707479,15.9342057911684,1640.643,17.34396979,16.7279878025181
1641.125,16.24355039,15.9358598813818,1641.125,17.33722284,16.7296685565263
1641.607,16.23936004,15.9375116370849,1641.607,17.32101737,16.7313463984166
1642.089,16.24714465,15.9391610686578,1642.089,17.33927926,16.7330213388784
1642.572,16.19841871,15.9408116013075,1642.572,17.32407077,16.7346968545573
1643.054,16.20634656,15.9424564108637,1643.054,17.31285548,16.7363660181507
1643.536,16.21059528,15.9440989272587,1643.536,17.32953048,16.7380323122331
1644.018,16.20110405,15.9457391607441,1644.018,17.30458777,16.7396957473791
1644.5,16.20729984,15.9473771215393,1644.5,17.31430631,16.7413563341345
1644.982,16.20072155,15.9490128198321,1644.982,17.30474439,16.7430140830166
1645.464,16.16871936,15.9506462657782,1645.464,17.30281463,16.7446690045144
1645.946,16.15847928,15.9522774695015,1645.946,17.28550545,16.7463211090882
1646.428,16.13770343,15.9539064410942,1646.428,17.26737507,16.7479704071699
1646.911,16.13899016,15.955536563313,1646.911,17.25311898,16.7496203222432
1647.393,16.12978856,15.9571610962153,1647.393,17.22952061,16.7512640327549
1647.875,16.10744099,15.9587834270941,1647.875,17.21539634,16.7529049679219
1648.357,16.12083587,15.9604035659151,1648.357,17.21692376,16.7545431380633
1648.839,16.10404918,15.9620215226123,1648.839,17.21985759,16.7561785534695
1649.321,16.08701087,15.9636373070884,1649.321,17.20270308,16.7578112244032
1649.803,16.08675106,15.9652509292147,1649.803,17.20138558,16.7594411610987
1650.285,16.06768175,15.9668623988313,1650.285,17.194474,16.7610683737626
1650.768,16.07628311,15.9684750623788,1650.768,17.19917195,16.7626962400888
1651.25,16.07194214,15.9700822519559,1651.25,17.18851979,16.764318029598
1651.732,16.07298576,15.9716873183762,1651.732,17.1920881,16.7659371255481
1652.214,16.07970606,15.9732902713549,1652.214,17.16815826,16.767553538034
1652.696,16.04195504,15.9748911205763,1652.696,17.14845911,16.7691672771226
1653.178,16.03398425,15.9764898756936,1653.178,17.12479745,16.7707783528533
1653.66,16.02198571,15.9780865463293,1653.66,17.08102666,16.7723867752375
1654.142,16.02758837,15.9796811420749,1654.142,17.07132192,16.7739925542593
1654.625,16.02860577,15.9812769743559,1654.625,17.06659356,16.7755990231726
1655.106,16.01691813,15.9828641471079,1655.106,17.06976758,16.7771962220132
1655.589,15.99678478,15.9844558687986,1655.589,17.09629878,16.7787974430284
1656.071,15.99593718,15.9860422560679,1656.071,17.08481827,16.7803927424969
1656.553,15.99294512,15.9876266159635,1656.553,17.07855511,16.7819854481299
1657.035,15.97881661,15.989208957893,1657.035,17.10886957,16.7835755697467
1657.517,15.9685969,15.9907892912333,1657.517,17.09327486,16.7851631171389
1657.999,15.964756,15.9923676253312,1657.999,17.09828805,16.7867481000709
1658.481,15.95414424,15.9939439695031,1658.481,17.108125,16.78833052828
1658.963,15.95014252,15.9955183330349,1658.963,17.08711429,16.7899104114764
1659.446,15.94580367,15.9970939853641,1659.446,17.07599755,16.79149102922
1659.928,15.93052772,15.998664411292,1659.928,17.08214145,16.7930658461825
1660.41,15.93005476,16.0002328842759,1660.41,17.08429418,16.7946381471199
1660.892,15.88830269,16.0017994134813,1660.892,17.06255704,16.7962079416338
1661.374,15.9012745,16.0033640080436,1661.374,17.05455218,16.7977752392992
1661.856,15.90693551,16.0049266770682,1661.856,17.03665338,16.7993400496641
1662.338,15.88048518,16.0064874296308,1662.338,17.03512536,16.8009023822496
1662.82,15.86739881,16.008046274777,1662.82,17.03365833,16.80246224655
1663.302,15.85289488,16.0096032215228,1663.302,16.99631801,16.804019652033
1663.785,15.85249612,16.0111615031566,1663.785,17.01124208,16.8055778316499
1664.267,15.84709502,16.0127146761386,1664.267,17.00137302,16.8071303427416
1664.749,15.81198419,16.0142659776084,1664.749,16.99347893,16.808680423278
1665.231,15.80943897,16.0158154164633,1665.231,17.0077993,16.8102280826202
1665.713,15.79486506,16.0173630015711,1665.713,16.98968382,16.8117733301025
1666.195,15.78673404,16.0189087417703,1666.195,17.02562614,16.8133161750332
1666.677,15.78816829,16.0204526458698,1666.677,17.0046612,16.8148566266936
1667.159,15.7882601,16.0219947226492,1667.159,16.9999644,16.8163946943391
1667.642,15.75550104,16.023538174531,1667.642,16.99979652,16.817933570821
1668.124,15.74940518,16.0250766191463,1668.124,16.99869615,16.8194668931986
1668.606,15.7296545,16.026613262623,1668.606,16.98507013,16.8209978591879
1669.088,15.73577105,16.028148113624,1669.088,16.97152271,16.8225264779392
1669.57,15.7367808,16.0296811807828,1669.57,16.95452597,16.8240527585764
1670.052,15.72002525,16.0312124727042,1670.052,16.94457019,16.8255767101972
1670.534,15.70268766,16.0327419979641,1670.534,16.92998329,16.8270983418735
1671.016,15.6819118,16.0342697651093,1671.016,16.9284619,16.828617662651
1671.499,15.67181558,16.0357989468564,1671.499,16.90306051,16.8301378265051
1671.981,15.69444823,16.037323219694,1671.981,16.91485681,16.8316525477708
1672.463,15.67423128,16.0388457599021,1672.463,16.90123629,16.8331649851379
1672.945,15.66632229,16.0403665759127,1672.945,16.86178795,16.8346751475487
1673.427,15.64256995,16.0418856761287,1673.427,16.84540956,16.8361830439193
1673.909,15.63582943,16.0434030689249,1673.909,16.82641965,16.8376886831404
1674.391,15.6248194,16.0449187626473,1674.391,16.80678395,16.8391920740769
1674.873,15.60104841,16.0464327656135,1674.873,16.77954396,16.8406932255679
1675.355,15.61687851,16.0479450861128,1675.355,16.78899945,16.8421921464272
1675.838,15.62046199,16.0494588647922,1675.838,16.76149168,16.8436919483239
1676.32,15.61507689,16.050967841664,1676.32,16.75274469,16.845186429676
1676.802,15.59435101,16.0524751607836,1676.802,16.73479633,16.8466787067021
1677.284,15.57535867,16.053980830327,1677.284,16.70621383,16.848168788114
1677.766,15.58321013,16.0554848584423,1677.766,16.72694298,16.8496566825977
1678.248,15.56840709,16.0569872532492,1678.248,16.71289759,16.8511423988142
1678.73,15.56865822,16.0584880228397,1678.73,16.71188257,16.8526259453991
1679.212,15.5496475,16.0599871752776,1679.212,16.69417203,16.8541073309629
1679.695,15.54957919,16.0614878238681,1679.695,16.72257526,16.8555896308075
1680.177,15.54428609,16.0629837627674,1680.177,16.69801537,16.8570667156201
1680.659,15.51729768,16.0644781085549,1680.659,16.68094067,16.8585416651094
1681.141,15.52038606,16.0659708691831,1681.141,16.68648896,16.860014487785
1681.623,15.50820686,16.0674620525769,1681.623,16.68430049,16.8614851921317
1682.105,15.49651708,16.0689516666333,1682.105,16.64095885,16.8629537866093
1682.587,15.48154098,16.0704397192219,1682.587,16.65925556,16.8644202796528
1683.069,15.49037662,16.0719262181846,1683.069,16.63336858,16.8658846796719
1683.552,15.49225738,16.0734142505502,1683.552,16.62086644,16.8673500267402
1684.033,15.46399718,16.0748945864631,1684.033,16.61374539,16.8688072341533
1684.516,15.46657101,16.0763795441902,1684.516,16.57049201,16.8702684284189
1684.998,15.46068384,16.0778599033697,1684.998,16.54906327,16.8717245356803
1685.48,15.44189748,16.0793387477379,1685.48,16.55083476,16.8731785916127
1685.962,15.45839944,16.0808160849728,1685.962,16.52959015,16.8746306044777
1686.444,15.42869458,16.0822919227248,1686.444,16.51064488,16.8760805825123
1686.926,15.42809338,16.0837662686176,1686.926,16.51896388,16.8775285339289
1687.408,15.42653168,16.0852391302475,1687.408,16.50227849,16.8789744669154
1687.89,15.4117304,16.0867105151841,1687.89,16.49757625,16.8804183896354
1688.373,15.38573248,16.0881834790656,1688.373,16.50643008,16.8818632996889
1688.855,15.40898123,16.0896519301914,1688.855,16.49487926,16.8833032221403
1689.337,15.38355951,16.091118927186,1689.337,16.47489788,16.8847411586861
1689.819,15.37675236,16.0925844775115,1689.819,16.45846717,16.8861771173926
1690.301,15.34723561,16.0940485886029,1690.301,16.46391779,16.8876111063015
1690.783,15.36638981,16.0955112678687,1690.783,16.45413106,16.8890431334308
1691.265,15.34929368,16.0969725226907,1691.265,16.44472985,16.8904732067738
1691.747,15.34077743,16.0984323604241,1691.747,16.44180888,16.8919013343001
1692.229,15.34343235,16.0998907883975,1692.229,16.4391582,16.8933275239552
